primaryTitle,genres,directors,writers,averageRating,numVotes
Gallipoli,"Adventure,Drama,History",nm0001837,"nm0932011,nm0001837,nm0713255",7.4,36823
The Great Muppet Caper,"Adventure,Comedy,Crime",nm0001345,"nm0665305,nm0850695,nm0432075,nm0741439",7.2,13825
Quest for Fire,"Adventure,Drama,History",nm0000269,"nm0102722,nm0743129",7.3,20720
Halloween II,Horror,nm0742819,"nm0000118,nm0384185",6.5,75278
Heavy Metal,"Adventure,Animation,Fantasy","nm0693376,nm0116497,nm0354691,nm0844301,nm0613471,nm0625166,nm0754678,nm0831349,nm0887351,nm0924266","nm0325175,nm0089676,nm0639321,nm0179120,nm0942951,nm0571729,nm0320786",6.7,31631
History of the World: Part I,"Comedy,History,Musical",nm0000316,nm0000316,6.9,45830
The Howling,Horror,nm0001102,"nm0104707,nm0000626,nm0935288",6.6,31172
Mad Max 2: The Road Warrior,"Action,Adventure,Sci-Fi",nm0004306,"nm0371249,nm0004306,nm0360352,nm0447945",7.6,166447
Mommie Dearest,"Biography,Drama",nm0675068,"nm0186726,nm0944747,nm0675068,nm0396230,nm0315205",6.7,14356
My Bloody Valentine,"Horror,Mystery,Thriller",nm0586198,"nm0589357,nm0063583",6.3,18098
My Dinner with Andre,"Biography,Comedy,Drama",nm0001501,"nm0001728,nm0339737",7.8,18450
Nighthawks,"Action,Crime,Thriller","nm0625379,nm0540330","nm0787072,nm0843128",6.4,17688
On Golden Pond,Drama,nm0041932,nm0860125,7.6,27610
Outland,"Action,Crime,Sci-Fi",nm0001382,nm0001382,6.6,27329
Possession,"Drama,Horror",nm0958558,"nm0958558,nm0878292",7.4,25281
The Postman Always Rings Twice,"Crime,Drama,Romance",nm0706182,"nm0128906,nm0000519",6.6,21619
The Professional,"Action,Crime,Drama",nm0491626,"nm0018658,nm0491626,nm0002191,nm0002192",7.6,13170
The House by the Cemetery,Horror,nm0002086,"nm0108978,nm0332417,nm0548151,nm0002086,nm0522454",6.2,12704
Indiana Jones and the Raiders of the Lost Ark,"Action,Adventure",nm0000229,"nm0001410,nm0000184,nm0442241",8.4,883272
Reds,"Biography,Drama,History",nm0000886,"nm0000886,nm0341767",7.3,20922
Southern Comfort,"Action,Thriller",nm0001353,"nm0437393,nm0001353,nm0318429",7.2,16476
Stripes,"Comedy,War",nm0718645,"nm0089676,nm0325175,nm0000601",6.9,65408
Taps,Drama,nm0000887,"nm0690431,nm0436543,nm0512611,nm0293366",6.8,16562
Thief,"Action,Crime,Drama",nm0000520,"nm0389821,nm0000520",7.4,25426
Victory,"Drama,Sport,War",nm0001379,"nm0944757,nm0587429,nm0536587,nm0428056",6.7,27704
48 Hrs.,"Action,Comedy,Crime",nm0001353,"nm0006854,nm0001353,nm0343419,nm0211823",6.9,69156
Airplane II: The Sequel,"Comedy,Sci-Fi",nm0277946,"nm0277946,nm0419830,nm0718514",6.2,49069
Amityville II: The Possession,Horror,nm0198765,"nm0908890,nm0392792,nm0332417",5.6,10260
Annie,"Comedy,Drama,Family",nm0001379,"nm0811807,nm0576070,nm0153377,nm0336675",6.6,39940
Basket Case,"Comedy,Horror",nm0376963,nm0376963,6.2,16307
The Beastmaster,"Action,Adventure,Fantasy",nm0181741,"nm0181741,nm0672626,nm0636157",6.2,20855
Blade Runner,"Action,Sci-Fi,Thriller",nm0000631,"nm0266684,nm0672459,nm0001140",8.1,693134
Cat People,"Fantasy,Horror,Thriller",nm0001707,"nm0090840,nm0650276,nm0001707",6.2,19300
Creepshow,"Comedy,Fantasy,Horror",nm0001681,nm0000175,6.9,42392
The Dark Crystal,"Adventure,Family,Fantasy","nm0001345,nm0000568","nm0643973,nm0001345",7.2,62117
Dead Men Don't Wear Plaid,"Comedy,Crime,Mystery",nm0005348,"nm0005348,nm0320553,nm0000188",6.9,20396
Deathtrap,"Comedy,Crime,Mystery",nm0001486,"nm0505615,nm0696319",7.0,12102
Diner,"Comedy,Drama",nm0001469,nm0001469,7.1,18600
E.T. the Extra-Terrestrial,"Family,Sci-Fi",nm0000229,nm0558953,7.8,372129
The Evil Dead,Horror,nm0000600,nm0000600,7.5,187209
Evil Under the Sun,"Crime,Drama,Mystery",nm0357891,"nm0787289,nm0002005,nm0761958",7.1,14714
Fanny and Alexander,Drama,nm0000005,nm0000005,8.1,57727
Fast Times at Ridgemont High,"Comedy,Drama",nm0002132,nm0001081,7.2,94387
Firefox,"Action,Adventure,Thriller",nm0000142,"nm0489620,nm0920073,nm1027110",6.0,25125
First Blood,"Action,Adventure",nm0467646,"nm0606251,nm0468997,nm0755266,nm0000230",7.7,226267
Fitzcarraldo,"Adventure,Drama",nm0001348,nm0001348,8.1,31551
Friday the 13th Part III,"Horror,Thriller",nm0591171,"nm0457725,nm0914536,nm0566699,nm0413826,nm0192446",5.7,47688
Gandhi,"Biography,Drama,History",nm0000277,nm0109300,8.0,217538
The Last Unicorn,"Adventure,Animation,Drama","nm0060072,nm0710230",nm0063566,7.5,24391
The Marathon Family,"Comedy,Drama",nm0797672,nm0468169,9.0,14412
A Midsummer Night's Sex Comedy,Comedy,nm0000095,nm0000095,6.6,18446
Missing,"Biography,Drama,History",nm0002020,"nm0002020,nm0829329,nm0369564,nm0629615",7.7,18551
Monty Python Live at the Hollywood Bowl,"Comedy,Documentary,Musical","nm0534084,nm0400958","nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589,nm0111756,nm0001204,nm0416273,nm0513730",7.9,13236
Night Shift,Comedy,nm0000165,"nm0304665,nm0541632",6.6,14050
An Officer and a Gentleman,"Drama,Romance",nm0000431,nm0829343,7.0,49622
Pink Floyd: The Wall,"Drama,Fantasy,Music",nm0000570,nm0914166,8.1,76022
Poltergeist,"Horror,Thriller",nm0001361,"nm0000229,nm0334457,nm0896131",7.3,144408
Porky's,Comedy,nm0163706,nm0163706,6.2,38498
Rocky III,"Drama,Sport",nm0000230,nm0000230,6.8,174361
The Secret of NIMH,"Adventure,Animation,Drama",nm0089940,"nm0639791,nm0089940,nm0690112,nm0325776,nm0278181,nm0027011",7.6,36236
The Slumber Party Massacre,Horror,nm0427468,"nm0114522,nm0427468",5.7,11475
Sophie's Choice,"Drama,Romance",nm0001587,"nm0836612,nm0001587",7.6,42205
Star Trek II: The Wrath of Khan,"Action,Adventure,Sci-Fi",nm0583292,"nm0734472,nm0071790,nm0816348,nm0583292,nm0670268",7.7,112626
Swamp Thing,"Horror,Sci-Fi",nm0000127,nm0000127,5.4,13071
Tenebrae,"Crime,Horror,Mystery",nm0000783,nm0000783,7.1,20542
The Thing,"Horror,Mystery,Sci-Fi",nm0000118,"nm0484111,nm0132168",8.1,370852
Tootsie,"Comedy,Drama,Romance",nm0001628,"nm0570190,nm0312205,nm0772003,nm0001469,nm0307561,nm0442099,nm0561938",7.4,97863
The Toy,Comedy,nm0001149,"nm0891554,nm0811807",5.9,11168
TRON,"Action,Adventure,Sci-Fi",nm0513974,"nm0513974,nm0531381,nm0351919",6.8,113238
The Verdict,Drama,nm0001486,"nm0715312,nm0000519,nm0696319",7.7,36052
Victor Victoria,"Comedy,Music,Romance",nm0001175,"nm0001175,nm0388502,nm0778306",7.6,19438
The World According to Garp,"Comedy,Drama",nm0001351,"nm0410288,nm0856270",7.2,24886
Yol,Drama,"nm0351566,nm0351410",nm0351566,8.1,12464
Project A,"Action,Comedy","nm0005033,nm0000329","nm0000329,nm0535320,nm0849282",7.4,15055
All the Right Moves,"Drama,Romance,Sport",nm0152469,"nm0437393,nm0430126",5.9,15671
Bad Boys,"Crime,Drama,Thriller",nm0742819,nm0223960,7.2,13925
The Big Chill,"Comedy,Drama",nm0001410,"nm0001410,nm0070660",7.2,32896
Blue Thunder,"Action,Crime,Drama",nm0000824,"nm0639321,nm0415979,nm0718466",6.4,17464
Brainstorm,"Sci-Fi,Thriller",nm0874320,"nm0748022,nm0830626,nm0582186",6.4,10900
Who Finds a Friend Finds a Treasure,"Action,Adventure,Comedy",nm0179281,"nm0024589,nm0179281,nm0526876",7.2,10463
Christine,"Horror,Thriller",nm0000118,"nm0000175,nm0680250",6.7,72490
A Christmas Story,"Comedy,Family",nm0163706,"nm0791789,nm0114080,nm0163706",7.9,132882
Cujo,"Horror,Thriller",nm0853546,"nm0000175,nm0241795,nm0193009",6.1,39731
The Dead Zone,"Drama,Horror,Sci-Fi",nm0000343,"nm0090151,nm0000175",7.2,62395
Educating Rita,"Comedy,Drama",nm0318150,nm0751516,7.2,12595
Flashdance,"Drama,Music,Romance",nm0001490,"nm0373320,nm0000390",6.2,47807
Gorky Park,"Crime,Drama,Mystery",nm0000776,"nm0809262,nm0693259",6.8,12691
Halloween III: Season of the Witch,"Horror,Mystery,Sci-Fi","nm0000835,nm0908890","nm0908890,nm0000118,nm0460600",5.0,43924
The Hunger,"Drama,Horror",nm0001716,"nm0204719,nm0859241,nm0834460",6.7,23118
Jaane Bhi Do Yaaro,"Comedy,Drama",nm0787453,"nm0438499,nm0442479,nm0592803,nm0787453",8.4,13172
The Keep,"Drama,Fantasy,Horror",nm0000520,"nm0933393,nm0000520",5.8,10870
The King of Comedy,"Comedy,Crime,Drama",nm0000217,nm0956857,7.8,88302
Koyaanisqatsi,"Documentary,Music",nm0716585,"nm0294825,nm0716585,nm0006129,nm0909479,nm7030243,nm10878502,nm10878503,nm0213499,nm10878504",8.3,35326
Krull,"Action,Adventure,Fantasy",nm0946811,nm0792589,6.1,30320
Local Hero,"Comedy,Drama",nm0287025,nm0287025,7.3,21559
Lone Wolf McQuade,"Action,Crime,Drama",nm0142587,"nm0625160,nm0245576",6.4,10980
The Man with Two Brains,"Comedy,Romance,Sci-Fi",nm0005348,"nm0320553,nm0000188,nm0005348",6.4,24201
Merry Christmas Mr. Lawrence,"Drama,War",nm0651915,"nm0886394,nm0651915,nm0562577",7.3,15519
The Meaning of Life,"Comedy,Musical","nm0000416,nm0001402","nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589",7.5,113961
Mr. Mom,"Comedy,Drama",nm0236769,nm0000455,6.6,20980
National Lampoon's Vacation,"Adventure,Comedy",nm0000601,nm0000455,7.4,97512
Never Say Never Again,"Action,Adventure,Thriller",nm0449984,"nm0565886,nm0926525,nm0001220,nm0783913,nm0166074,nm0478588",6.2,61956
Nostalgia,Drama,nm0001789,"nm0001789,nm0346096",8.1,23305
Octopussy,"Action,Adventure,Thriller",nm0322515,"nm0292129,nm0537363,nm0933865,nm0001220",6.6,95566
The Outsiders,"Crime,Drama",nm0000338,"nm0746634,nm0386023",7.1,75493
Porky's II: The Next Day,Comedy,nm0163706,"nm0842011,nm0650276,nm0163706",5.1,11023
Psycho II,"Crime,Horror,Mystery",nm0002207,"nm0276169,nm0088645",6.5,24187
Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Fantasy",nm0549658,"nm0001410,nm0000184",8.3,949487
The Right Stuff,"Adventure,Biography,Drama",nm0442241,"nm0442241,nm0004366",7.8,56203
Risky Business,"Comedy,Crime,Drama",nm0001887,nm0001887,6.8,80945
Rumble Fish,"Crime,Drama,Romance",nm0000338,"nm0386023,nm0000338",7.2,31786
Scarface,"Crime,Drama",nm0000361,"nm0000231,nm0001328,nm0372942,nm0870660",8.3,739994
Silkwood,"Biography,Drama,History",nm0001566,"nm0001188,nm0035146",7.2,18317
Sleepaway Camp,Horror,nm0385349,nm0385349,6.3,26947
Strange Brew,"Comedy,Crime,Sci-Fi","nm0001548,nm0858686","nm0001548,nm0858686,nm0208923",6.7,15637
Sudden Impact,"Action,Crime,Thriller",nm0000142,"nm0277807,nm0277849,nm0830472,nm0808073,nm0682309,nm0718466",6.7,40778
Superman III,"Action,Adventure,Comedy",nm0504513,"nm0796950,nm0795975,nm0628058,nm0628174,nm0701374",5.0,64197
Terms of Endearment,"Comedy,Drama",nm0000985,"nm0573505,nm0000985",7.4,55132
To Be or Not to Be,"Comedy,Drama,War",nm0424466,"nm0576070,nm0334283,nm0562372,nm0501872,nm0523932",6.9,10225
Trading Places,Comedy,nm0000484,"nm0365390,nm0918339",7.5,136509
Twilight Zone: The Movie,"Horror,Sci-Fi","nm0004306,nm0001102,nm0000484,nm0000229","nm0000484,nm0425138,nm0558577,nm0558953,nm0003198,nm0785245,nm0307561",6.5,33121
Valley Girl,"Comedy,Romance",nm0004838,"nm0485229,nm0186988",6.4,13584
Videodrome,"Horror,Sci-Fi,Thriller",nm0000343,nm0000343,7.2,83831
WarGames,"Action,Adventure,Drama",nm0000824,"nm0489623,nm0662748,nm0338396",7.1,90919
The Year of Living Dangerously,"Drama,Romance,War",nm0001837,"nm0932011,nm0001837,nm0462272,nm0788991",7.1,19477
Yentl,"Drama,Musical,Romance",nm0000659,"nm0742768,nm0000659,nm0801953",6.6,12637
Zelig,Comedy,nm0000095,nm0000095,7.7,39855
2010,"Adventure,Mystery,Sci-Fi",nm0001382,"nm0002009,nm0001382",6.8,49610
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure,Comedy,Romance",nm0725379,nm0711996,6.3,23969
Against All Odds,"Action,Adventure,Crime",nm0000431,"nm0400591,nm0537784",5.9,10968
All of Me,"Comedy,Fantasy,Romance",nm0005348,"nm0204552,nm0646255,nm0004675",6.7,16786
Amadeus,"Biography,Drama,History",nm0001232,"nm0787323,nm0537004",8.3,368627
Bachelor Party,Comedy,nm0411477,"nm0411444,nm0411477,nm0698493",6.3,35515
Balkan Spy,"Comedy,Drama","nm0468169,nm0631872",nm0468169,8.9,10449
Beverly Hills Cop,"Action,Comedy,Crime",nm0000976,"nm0677943,nm0045301",7.3,163589
Birdy,"Drama,War",nm0000570,"nm0923607,nm0472255,nm0066986",7.3,21534
Blood Simple,"Crime,Drama,Thriller","nm0001053,nm0001054","nm0001054,nm0001053",7.6,87613
Body Double,"Crime,Drama,Mystery",nm0000361,"nm0043334,nm0000361",6.8,28968
The Bounty,"Adventure,Drama,History",nm0002044,"nm0396429,nm0004122",7.1,24688
Broadway Danny Rose,Comedy,nm0000095,nm0000095,7.4,23910
C.H.U.D.,"Horror,Sci-Fi",nm0154877,"nm0355973,nm0008055,nm0193061,nm0827663",5.6,10774
Cannonball Run II,"Action,Comedy","nm0624102,nm0000835","nm0946717,nm0624102,nm0748665,nm0588458",5.1,14972
Children of the Corn,"Horror,Thriller",nm0452607,"nm0000175,nm0326070",5.7,47582
The Company of Wolves,"Drama,Fantasy,Horror",nm0001403,"nm0141462,nm0001403,nm0674518",6.7,14972
Conan the Destroyer,"Action,Adventure,Fantasy",nm0281507,"nm0397574,nm0859471,nm0176689,nm0542970",5.9,76008
The Cotton Club,"Crime,Drama,Music",nm0000338,"nm0448379,nm0000338,nm0701374,nm0368180",6.6,16541
Dreamscape,"Action,Adventure,Horror",nm0747849,"nm0521739,nm0751080,nm0747849",6.3,13731
Dune,"Action,Adventure,Sci-Fi",nm0000186,"nm0378541,nm0000186",6.5,127346
The Falcon and the Snowman,"Biography,Crime,Drama",nm0772259,"nm0512396,nm0001873",6.8,10651
Falling in Love,"Drama,Romance",nm0343260,nm0188165,6.5,12711
Firestarter,"Action,Horror,Sci-Fi",nm0504495,"nm0000175,nm0542970",6.1,29303
Footloose,"Drama,Music,Romance",nm0006889,nm0685673,6.6,70289
Friday the 13th: The Final Chapter,"Horror,Thriller",nm0957263,"nm0566699,nm0413826,nm0457725,nm0914536,nm0169231,nm0757239,nm0192446",6.0,45396
Ghostbusters,"Action,Comedy,Fantasy",nm0718645,"nm0000101,nm0000601,nm0001548",7.8,355091
Gremlins,"Comedy,Fantasy,Horror",nm0001102,nm0001060,7.3,199810
Greystoke,"Adventure,Drama",nm0399853,"nm0123194,nm0001801,nm0042472",6.4,17652
Indiana Jones and the Temple of Doom,"Action,Adventure",nm0000229,"nm0404754,nm0441718,nm0000184",7.6,448990
Johnny Dangerously,"Comedy,Crime",nm0002132,"nm0825799,nm0474374,nm0173080,nm0364825",6.6,13211
The Karate Kid,"Action,Drama,Family",nm0000814,nm0436543,7.3,194684
Nausicaä of the Valley of the Wind,"Adventure,Animation,Fantasy",nm0594503,"nm0594503,nm1248357,nm1248358,nm0411872",8.1,150663
The Killing Fields,"Biography,Drama,History",nm0423646,nm0732430,7.8,51543
Wheels on Meals,"Action,Comedy,Crime",nm0005033,"nm0849282,nm1471273",7.2,11908
The Last Starfighter,"Action,Adventure,Sci-Fi",nm0145309,nm0079471,6.8,38392
Missing in Action,"Action,Adventure,Drama",nm0957263,"nm0798649,nm0506062,nm0082893,nm0116145,nm0189845,nm0393678",5.5,13826
Moscow on the Hudson,"Comedy,Drama,Romance",nm0005196,"nm0005196,nm0135117",6.5,10924
The Muppets Take Manhattan,"Adventure,Comedy,Drama",nm0000568,"nm0665305,nm0850695,nm0000568",6.9,19552
The Natural,"Drama,Sport",nm0001469,"nm0538897,nm0870013,nm0244620",7.5,44139
Night of the Comet,"Comedy,Horror,Sci-Fi",nm0248054,nm0248054,6.4,18534
A Nightmare on Elm Street,Horror,nm0000127,nm0000127,7.5,206950
1984,"Drama,Sci-Fi",nm0705535,"nm0705535,nm0000567",7.1,66491
Once Upon a Time in America,"Crime,Drama",nm0001466,"nm0340580,nm0073053,nm0207401,nm0575804,nm0033490,nm0274853,nm0001466,nm0436757,nm0002759",8.4,310875
"Paris, Texas",Drama,nm0000694,"nm0141281,nm0001731,nm0232924",8.1,90941
A Passage to India,"Adventure,Drama,History",nm0000180,"nm0286950,nm1802792,nm0000180",7.3,16980
Phenomena,"Crime,Horror,Mystery",nm0000783,"nm0000783,nm0274853",6.8,23517
The Philadelphia Experiment,"Adventure,Drama,Romance",nm0706296,"nm0417903,nm0337008,nm0072112,nm0415979,nm0075688,nm1121400",6.1,14174
Places in the Heart,Drama,nm0000914,nm0000914,7.4,10300
Police Academy,Comedy,nm0933505,"nm0411477,nm0698493,nm0933505,nm0556487",6.7,114197
Purple Rain,"Drama,Music,Romance",nm0536299,"nm0536299,nm0088479",6.6,19538
Red Dawn,"Action,Drama",nm0587518,"nm0721817,nm0587518",6.4,51217
Repo Man,"Action,Comedy,Crime",nm0007182,nm0007182,6.9,33933
Revenge of the Nerds,Comedy,nm0437596,"nm0582481,nm0854185,nm0951599,nm0119542",6.7,48800
Romancing the Stone,"Action,Adventure,Comedy",nm0000709,"nm0858736,nm0229644,nm0291442,nm0798988",6.9,82904
Ronja Robbersdaughter,"Adventure,Drama,Family",nm0200192,nm0511807,7.3,10334
Runaway,"Action,Crime,Sci-Fi",nm0000341,nm0000341,5.9,11742
Sexmission,"Adventure,Comedy,Sci-Fi",nm0532702,"nm0532702,nm0354525,nm0367308",7.7,12038
"Silent Night, Deadly Night","Horror,Thriller",nm0783398,"nm0128858,nm0382652",5.9,13802
Sixteen Candles,"Comedy,Romance",nm0000455,nm0000455,7.1,105441
Splash,"Comedy,Fantasy,Romance",nm0000165,"nm0004976,nm0295171,nm0304665,nm0541632",6.3,69196
Star Trek III: The Search for Spock,"Action,Adventure,Sci-Fi",nm0000559,"nm0734472,nm0071790",6.7,74761
Starman,"Romance,Sci-Fi",nm0000118,"nm0262595,nm0317279,nm0718466",7.0,42744
Stop Making Sense,"Documentary,Music",nm0001129,"nm0001129,nm0848088",8.6,13217
Stranger Than Paradise,"Comedy,Drama",nm0000464,nm0000464,7.5,34533
Streets of Fire,"Action,Crime,Drama",nm0001353,"nm0001353,nm0343419",6.7,18090
The Terminator,"Action,Sci-Fi",nm0000116,"nm0000116,nm0005036,nm0936537",8.0,799312
This Is Spinal Tap,"Comedy,Music",nm0001661,"nm0001302,nm0571106,nm0733427,nm0001661",7.9,128695
Tightrope,"Crime,Mystery,Thriller",nm0876227,nm0876227,6.3,15873
Top Secret!,"Comedy,Music","nm0000720,nm0001878,nm0958387","nm0000720,nm0001878,nm0958387,nm0121789",7.2,60163
The NeverEnding Story,"Adventure,Drama,Family",nm0000583,"nm0000583,nm0917833,nm0256779,nm0247691",7.4,132201
The Woman in Red,"Comedy,Romance",nm0000698,"nm0196362,nm0002216,nm0000698",6.0,14038
After Hours,"Comedy,Crime,Drama",nm0000217,nm0591387,7.7,59450
American Ninja,"Action,Adventure,Romance",nm0278735,"nm0210335,nm0459047,nm0024948,nm0798033",5.5,13915
Back to the Future,"Adventure,Comedy,Sci-Fi",nm0000709,"nm0000709,nm0301826",8.5,1056763
Better Off Dead...,"Comedy,Romance",nm0390822,nm0390822,7.1,41403
The Black Cauldron,"Action,Adventure,Animation","nm0075859,nm0723704","nm0018583,nm0420679,nm0314788,nm0075859,nm0723704,nm0932960,nm0605730,nm0949954,nm0828245,nm0354940,nm0803100,nm0004877,nm0547850,nm0401362,nm0789873,nm0560329,nm0615780,nm0166256,nm0498991",6.4,31740
Brazil,"Drama,Sci-Fi",nm0000416,"nm0000416,nm0001779,nm0571650,nm0023395",7.9,187428
The Breakfast Club,"Comedy,Drama",nm0000455,nm0000455,7.8,356707
Brewster's Millions,Comedy,nm0001353,"nm0567346,nm0918339,nm0365390",6.6,35532
Cat's Eye,"Comedy,Horror,Thriller",nm0853546,nm0000175,6.3,22829
Clue,"Comedy,Crime,Mystery",nm0528718,"nm0000484,nm0528718,nm0695422",7.3,83635
Cocoon,"Comedy,Drama,Sci-Fi",nm0000165,"nm0070676,nm0764545",6.7,57199
The Color Purple,Drama,nm0000229,"nm0583675,nm0907504",7.8,78239
Commando,"Action,Adventure,Thriller",nm0504495,"nm0517188,nm0918861,nm0211823",6.7,146308
D.A.R.Y.L.,"Family,Sci-Fi",nm0934578,"nm0024388,nm0778819,nm1521062",6.3,12131
Day of the Dead,"Horror,Thriller",nm0001681,nm0001681,7.2,63263
Death Wish 3,"Action,Crime,Drama",nm0935382,"nm0415979,nm0307257",5.9,14074
Demons,Horror,nm0000877,"nm0332417,nm0000783,nm0000877,nm0274853",6.7,19977
Desperately Seeking Susan,"Comedy,Drama",nm0782384,nm0054713,6.0,20969
Enemy Mine,"Action,Adventure,Drama",nm0000583,"nm0519530,nm0451689",6.9,43455
Explorers,"Adventure,Comedy,Family",nm0001102,nm0525591,6.6,19830
F/X,"Action,Thriller",nm0541677,"nm0576312,nm0281411",6.7,17573
Flesh+Blood,"Adventure,Drama",nm0000682,"nm0812121,nm0000682",6.7,16515
Fletch,"Comedy,Crime,Mystery",nm0006916,"nm0567780,nm0000921,nm0004675",6.9,47681
Fright Night,"Fantasy,Horror,Thriller",nm0276169,nm0276169,7.1,61417
The Goonies,"Adventure,Comedy,Family",nm0001149,"nm0001060,nm0000229",7.8,244148
Into the Night,"Action,Comedy,Crime",nm0000484,nm0467193,6.5,11090
Jagged Edge,"Drama,Mystery,Thriller",nm0549658,nm0000390,6.5,13210
The Jewel of the Nile,"Action,Adventure,Comedy",nm0853546,"nm0742797,nm0465199,nm0858736",6.2,50854
Police Story,"Action,Comedy,Crime","nm0155179,nm0000329","nm0000329,nm0849282",7.6,29720
Just One of the Guys,"Comedy,Romance",nm0331989,"nm0271022,nm0291449",6.5,14063
King Solomon's Mines,"Action,Adventure,Comedy",nm0496746,"nm0353584,nm0704164,nm0798033",5.3,12546
Kiss of the Spider Woman,Drama,nm0002199,"nm0700194,nm0775055",7.4,14234
Ladyhawke,"Adventure,Comedy,Drama",nm0001149,"nm0451689,nm0859241,nm0542539,nm0672459",7.0,43254
The Last Dragon,"Action,Comedy,Drama",nm0776317,nm0893207,6.9,12982
Legend,"Adventure,Fantasy,Romance",nm0000631,nm0387132,6.5,59842
Lifeforce,"Action,Horror,Mystery",nm0001361,"nm0933214,nm0639321,nm0415979,nm0035830,nm0690905",6.2,22510
Mad Max Beyond Thunderdome,"Action,Adventure,Sci-Fi","nm0004306,nm0644695","nm0371249,nm0004306,nm0447945",6.3,126997
The Man with One Red Shoe,"Comedy,Thriller",nm0236769,"nm0891554,nm0002216,nm0458228",5.7,14779
Mask,"Biography,Drama",nm0000953,nm0357703,7.2,26045
My Life as a Dog,"Comedy,Drama",nm0002120,"nm0433653,nm0002120,nm0117530,nm0074719",7.5,18325
National Lampoon's European Vacation,"Adventure,Comedy",nm0002132,"nm0000455,nm0458228",6.2,58711
A Nightmare on Elm Street 2: Freddy's Revenge,Horror,nm0794791,"nm0153883,nm0000127",5.5,61633
"No Retreat, No Surrender","Action,Comedy,Crime",nm0477035,"nm0628838,nm0477035,nm0833298",5.7,15628
Once Bitten,"Comedy,Drama,Fantasy",nm0832573,"nm0898001,nm0385653,nm0369492,nm0731271",5.6,13406
